Country or Area,Year,"Undata Carbon Dioxide (Co2) Emissions Without Land Use, Land-Use Change And Forestry (Lulucf), In Kilotonne Co2 Equivalent","Undata Greenhouse Gas (Ghgs) Emissions Without Land Use, Land-Use Change And Forestry (Lulucf), In Kilotonne Co2 Equivalent","Undata Greenhouse Gas (Ghgs) Emissions, Including Indirect Co2, Without Lulucf, In Kilotonne Co2 Equivalent ","Undata Hydrofluorocarbons (Hfcs) Emissions, In Kilotonne Co2 Equivalent","Undata Methane (Ch4) Emissions Without Land Use, Land-Use Change And Forestry (Lulucf), In Kilotonne Co2 Equivalent","Undata Nitrogen Trifluoride (Nf3) Emissions, In Kilotonne Co2 Equivalent ","Undata Nitrous Oxide (N2O) Emissions Without Land Use, Land-Use Change And Forestry (Lulucf), In Kilotonne Co2 Equivalent","Undata Perfluorocarbons (Pfcs) Emissions, In Kilotonne Co2 Equivalent","Undata Sulphur Hexafluoride (Sf6) Emissions, In Kilotonne Co2 Equivalent","Undata Unspecified Mix Of Hydrofluorocarbons (Hfcs) And Perfluorocarbons (Pfcs) Emissions, In Kilotonne Co2 Equivalent "
Netherlands (Kingdom of the),1994,171648.181850901,231199.857037217,231914.565460878,6852.21111346216,34059.6369380936,,16346.9438661776,2107.91476858322,184.9685,
New Zealand,1994,27899.8227651762,67859.2320839918,,12.6910559014795,33496.4623220969,,6240.64747806729,186.178,23.43046275,
Norway,1994,37032.2608652712,50502.1065383217,51330.2645620917,49.615865077526,7183.74465554206,,3268.75496689517,2104.443493035,863.2866925007,
Poland,1994,360218.424168922,444827.532766487,445250.790975217,,61754.1268372788,,22704.035923803,137.27310921,13.67272727277,
Portugal,1994,50206.7460207682,64652.6264614228,64784.7095488301,,11137.5875022215,,3308.29293843321,,,
Romania,1994,120904.658751522,181845.455199494,,1.15820800706472,45625.8791279111,,13530.1955545582,1782.872064,0.691493495555,
Russian Federation,1994,1647664.60067941,2122812.4029065,,15469.6355295884,350439.452756203,,94917.547651332,13935.3195790174,385.846710951,
Slovakia,1994,43756.9793253075,52686.6614441041,52769.832899758,0.2037235,6333.41856778301,,2440.15176051358,137.743272,18.164795,
Slovenia,1994,14636.1046862027,18082.3422723234,,28.7766232,2616.01426990258,,675.051162579137,115.225980438961,11.16955,
Spain,1994,252300.018810294,310885.527174445,,3664.2000044144,41128.4832328741,,12773.4562298221,933.230680922292,86.1382161175,
Sweden,1994,60014.5460137066,73940.2970020594,,69.1720007788381,8329.41329801677,,4981.78875360032,435.736646088477,109.64028986842,
Switzerland,1994,42666.3005211944,52929.3438882991,53263.4905488976,75.6126929448031,6170.14520201846,,3888.15785926352,18.9593305374564,110.168282340515,
Türkiye,1994,167565.646751377,234387.830025021,,,42787.8783923212,,23570.4210941562,463.8837871668,,
Ukraine,1994,419492.103693142,604913.189404789,,,149257.110000002,,36002.6889986363,161.221842716612,0.064870292784,
United Kingdom,1994,575574.302712305,763724.112927097,,14537.303027827,136756.202150671,0.216250167623,35065.5498627206,546.409279966553,1244.12964343851,
United States of America,1994,5364279.28527975,6745166.79066112,,46551.572960373,871453.854052478,61.678132634076,418494.036876315,16183.8494234373,27554.585260934,587.9286752
Australia,1995,305002.995518983,439269.877862795,,1018.65477684092,115838.533863639,,15562.6430886656,1530.83566492632,316.214949739716,
Austria,1995,64044.058546447,79953.2379225736,,324.028215917346,10513.7923347018,6.02784,3856.17257542828,75.27546,1133.88295007914,
Belarus,1995,60905.6422613354,87955.9868850734,,3.884244938319,15952.5191230317,10.72764,11059.7915479743,18.680237793756,4.74183,
Belgium,1995,125936.290917807,153579.824503535,,449.340121703525,12653.8127202203,,9618.18723591883,2716.49636,2205.69714788549,
Bulgaria,1995,57908.9888891116,72168.35867276,72236.4354760399,3.02608617434007,9968.17970082954,,4283.11682172744,,5.047174917155,
Canada,1995,491825.697390141,639070.285252244,,460.505097239537,100379.041957051,0.281101836,37782.6652472981,6346.93833162877,2275.15612704892,
Croatia,1995,16815.7048395566,22686.4250141664,,21.664058665393,3814.81935134095,,2021.79001310353,,12.4467515,
Cyprus,1995,5861.93312399187,6972.18305491878,6978.05545491878,28.4924401894214,887.562309030471,,188.266291934251,,5.92888977277,
Czechia,1995,131622.223358033,158371.950516667,159914.112058229,86.8663185315838,21157.0346041929,,5414.41556464737,0.0089,91.401771262265,
Denmark,1995,62729.0072666296,79748.7263154698,80807.9988740188,237.65284193339,9671.43586592299,,7002.8636581421,0.638575,107.12810784168,
Estonia,1995,18061.3190788745,20063.9244693374,,26.4887549503164,1349.31756432513,,623.630313562442,,3.168757625,
European Union,1995,3642022.64583551,4554457.55728466,4560147.85956455,21426.4893534647,591985.350677926,97.508086922967,264491.088334286,15116.6311553083,14225.5922850543,5092.251556184
Finland,1995,58115.5152700716,71743.5880675836,71877.0652650056,148.728455852747,8322.50815234453,,5117.19949686717,1.52117193137093,38.11552051614,
France,1995,394610.71349932,534172.16012272,535688.545982701,1600.56374406401,80846.440647392,5.859579912046,51805.2231454183,2757.43174912363,2545.92775748993,
Germany,1995,939897.145200735,1120660.80756719,,2404.00069807046,115631.707421664,4.951420887,49110.7418632443,1878.7353426257,6665.70236056,5067.8232594
Greece,1995,86963.2041964421,109581.124278834,,3487.67827773665,12913.1478334047,,6157.0476653509,56.5213059,3.525,
Hungary,1995,61601.1105061529,77647.6813082014,,32.7743510983773,11537.6001914369,,4223.53993844146,200.041541566522,52.61477950531,
Iceland,1995,2469.33700345724,3554.69064110807,,3.148353757446,731.619357699284,,286.928371321408,62.37562987269,1.281925,
Ireland,1995,35852.9867109519,60080.6577107099,,31.4324134810716,17100.7326447889,4.094579457423,6921.24103691852,88.62708,81.54324511212,
Italy,1995,449430.215594019,535653.708515007,,860.821497624793,57033.5724828753,76.574666666659,26177.0846048127,1350.87999887597,700.13137334877,24.428296784
Japan,1995,1239048.06662895,1373818.25362093,1378501.68009988,25219.348804735,41755.9305948581,201.094098845872,33455.7268854775,17690.5619135108,16447.5246945505,
Latvia,1995,9134.97590489271,12589.8318659278,12621.8658185244,16.3531466998044,2443.50433710136,,994.81980767394,,0.17866956,
Liechtenstein,1995,204.2016142182,234.413174995738,,1.07061959552763,20.0759445758264,,9.063650265056,0.00134634112724,,
Lithuania,1995,15057.3427812654,22486.0398126422,22521.0573381303,6.13589132834831,4978.05451078868,,2444.45962925972,,0.047,
Luxembourg,1995,9155.92855536849,10078.5238970348,,13.8114858894494,670.761428408413,,236.590304087792,,1.4321232807,
Malta,1995,2452.12606365571,2691.06368106946,,0.001713426,175.650288696378,,61.8052092913715,,1.480406,
Monaco,1995,100.906320869534,105.436638261694,105.677540338265,0.42518024593717,1.2132843845395,,2.80251876133578,,0.089334000348,
Netherlands (Kingdom of the),1995,173201.146044874,231305.569679099,231957.510324002,6342.80516111637,33227.4169578545,,16216.5232963826,2054.1727188707,263.5055,
New Zealand,1995,28003.230604049,68394.6962479079,,31.4142675731674,33712.1269998212,,6470.23121057697,153.277,24.4161658875,
Norway,1995,37584.0117301926,50834.4594058024,51717.1896774224,91.902662256133,7189.84903228668,,3292.23882294129,2078.861114538,597.596043587645,
Poland,1995,362614.548593742,446731.87337676,447129.758362597,166.5815486581,60267.9957725216,,23498.215084428,154.51646832,30.015909090845,
Portugal,1995,54468.3734968149,69306.3438260578,69474.6815259873,54.1922678001289,11313.0269013867,,3456.39251849963,,14.35864155648,
Romania,1995,125711.850326073,188741.814022248,,2.46595205838415,46832.551934695,,14073.2864629503,2120.742912,0.91643447166,
Russian Federation,1995,1619727.11594398,2070711.48731083,,15447.3144842258,333981.3553487,,87416.5373652546,13453.8759577843,685.28821088472,
Slovakia,1995,44144.9489254261,53179.9735786713,53262.0590708248,12.3812943830932,6321.98806592346,,2570.94812193866,119.240694,10.466477,
Slovenia,1995,15354.2452444046,18863.2528575063,,29.9222623987137,2648.28030117661,,703.103210083407,115.19748944302,12.50435,
Spain,1995,266034.890560295,327011.046469288,,4916.20281255045,41989.6828651305,,13019.0986215118,948.294625729976,102.8769840705,
Sweden,1995,59506.1704189594,73326.172171143,,128.723823017223,8232.41002398216,,4841.24280262713,478.288761921379,139.33634063575,
Switzerland,1995,43407.7924550128,53818.4319269526,54131.259141463,227.420931158223,6176.64741275339,,3894.49563081235,15.9787866156092,96.096710600245,
Türkiye,1995,181355.256905287,248248.908836933,,,42613.4712368347,,23870.8544436495,409.3262511624,,
Ukraine,1995,390072.114212143,562107.576419616,,,139031.652653031,,32825.6820199052,178.059802319156,0.06773221764,
United Kingdom,1995,567718.832279315,757644.216408626,,15619.6534241665,138616.55161535,0.256148323697,33864.7832729776,533.272915972222,1290.86675252131,
United States of America,1995,5425259.69588285,6821933.71756294,,62970.6021577174,865942.359711799,77.508492525352,422922.682399655,16774.5760547878,26251.2175258043,1735.0753378
Australia,1996,311886.128959671,445847.225288782,,278.039529290483,115157.293442175,,16826.2704761071,1410.39505848126,289.097823057288,
Austria,1996,67388.5545971183,83112.9271976451,,390.648387707994,10168.6049062721,7.41888,3872.19527656499,72.47259,1213.03255998165,
Belarus,1996,61734.7837402238,88760.1615172769,,4.279706641038,15498.9284886851,10.72764,11488.0104119333,18.680237793756,4.751292,
Belgium,1996,129478.737653342,157227.953946438,,539.269430318571,12500.4015191337,,10007.9759049469,2578.44105,2123.12838869692,
Bulgaria,1996,58460.0966099611,72615.1536502598,72682.2850340446,5.31400560627705,9973.20614649032,,4171.19697713963,,5.33991106253,
Canada,1996,508196.663546333,660767.80299398,,810.62495471848,104068.177545049,0.272431373276,39421.9315266082,6501.48719209059,1768.64579780718,
Croatia,1996,17343.6771098294,23180.0487611952,,24.781040209783,3776.62157815759,,2022.07373699845,,12.895296,
Cyprus,1996,6211.88783128855,7345.02810248227,7351.00810248227,33.5958149509823,909.383257208261,,183.592703352559,,6.568495681925,
Czechia,1996,135018.671764886,161709.651276075,163237.278668906,215.431109279601,21155.5767290314,,5217.96451956079,0.682897,101.324256317365,
Denmark,1996,76058.193994269,92928.6885462225,93986.4032773085,370.591620671916,9801.76086648628,,6634.89206980548,2.1099675,61.14002748984,
Estonia,1996,19043.0786758168,21007.7378616595,,32.4489854045101,1343.4657809322,,585.308952391051,,3.435467115,
European Union,1996,3727043.41163494,4645355.28401392,4650978.34251638,27309.2779651118,588866.536992559,91.098442272229,269614.734159586,14515.703418463,14030.4116270104,3884.109773984
Finland,1996,64033.0556500885,77729.5556094448,77848.9209132258,230.509607659696,8246.88954563311,,5161.55183546376,1.72683425103907,55.822136348665,
France,1996,411161.669947263,552521.597290805,554024.325388745,2850.22276959625,80176.4255341962,10.727845646777,53226.5812444112,2521.23631743907,2574.73363225296,
Germany,1996,959653.347901464,1137868.94925896,,3149.86444774066,112543.942182327,6.759316613,50462.4730632334,1841.1890223638,6351.691848015,3859.6814772
Greece,1996,89114.9547845619,112615.842761236,,4046.99077244437,13093.0629927039,,6308.89822552544,48.316986,3.619,
Hungary,1996,63158.1123281622,79804.2979890743,,38.3098076290273,11610.0093258732,,4741.85982200896,191.1368737938,64.86983160711,
Iceland,1996,2523.72372943634,3615.8080637967,,10.087963492376,752.373624003167,,301.682778329477,26.658043535334,1.281925,
Ireland,1996,37469.2701540163,62245.1681314597,,72.8343264541054,17458.1218040292,4.417203488432,7019.05808747742,121.01112,100.455435994235,
Italy,1996,443656.709554322,530375.912969233,,743.888673035034,57656.6517689821,61.77519652402,26328.6746736397,1119.27514945854,784.50965648783,24.428296784
Japan,1996,1251545.7167084,1386747.60283504,1391465.47589065,24604.2158267743,40490.2911103626,192.5541310511,34557.5961091977,18335.0411847803,17022.1877644734,
Latvia,1996,9212.67531367803,12639.3336799283,12670.1028723996,28.1819570709774,2402.29841397058,,995.995770568707,,0.18222464,
Liechtenstein,1996,205.96036739446,236.733387712846,,1.36882774269091,20.411113549813,,8.9915984873599,0.00148053852208,,
Lithuania,1996,15739.9629657274,23469.1201590184,23504.1926642807,7.50929878370439,4889.33009857015,,2832.27079593721,,0.047,
Luxembourg,1996,9207.41055240388,10141.4677702685,,15.7959698856779,677.050934859484,,239.60486885342,,1.60544426608,
Malta,1996,2533.94682561332,2781.80559221044,,0.002566285722,185.304702202205,,61.0598121091985,,1.491686,
Monaco,1996,104.4030266549,109.22933201914,109.479862129494,0.58154778661486,1.22040366650975,,2.93474971503568,,0.08960419608,
Netherlands (Kingdom of the),1996,182296.540590145,241662.094057148,242287.949409068,8078.70504171966,32464.0050339924,,16269.9304513741,2284.44893991612,268.464,
New Zealand,1996,29304.1599055079,70551.5418056467,,69.9910414215225,34353.7286004768,,6548.28980405851,250.725,24.647454181932,
Norway,1996,40634.1581926614,53717.3392346369,54616.5083317469,122.705441773949,7196.45384511138,,3306.20704467374,1893.369761736,564.4449486804,
Poland,1996,377285.409844529,460383.540007179,460799.208804612,258.9986602498,59321.1437882153,,23348.6145295334,144.84499556,24.528189090845,
Portugal,1996,51761.498270303,67012.8249355187,67169.3381198969,79.4594216206203,11520.6015714136,,3636.42463965617,,14.841032525325,
Romania,1996,129147.247987948,191736.163092466,,4.65205019525609,46816.6742810189,,13650.9619820475,2115.1620096,1.464781657225,
Russian Federation,1996,1586822.08480727,2019459.8086076,,13611.1436858221,323227.07725441,,82663.1349171981,11842.5977319638,1293.77021093798,
Slovakia,1996,44026.1298605776,52997.9593641031,53078.9325861941,26.3074212767937,6168.30763587443,,2729.08930171556,36.6184636586572,11.506681,
Slovenia,1996,15999.4123255435,19463.6160820833,,27.177811337623,2601.73328242711,,707.249213897075,114.770648878067,13.2728,
Spain,1996,253497.865075108,318543.264085748,,5834.69187706454,43683.8554708217,,14513.1508006809,900.050608455416,113.6502536175,
Sweden,1996,63381.0581626664,77238.9969967179,,215.642956781068,8245.75346152538,,4853.86988041881,422.208944588471,120.46359073776,
Switzerland,1996,44099.0816938852,54468.3938914324,54764.0264624898,277.899968072475,6118.67539199713,,3861.26612383484,18.6331448150591,92.837568827655,
Türkiye,1996,199646.693063082,267581.386262185,,,42968.9464362747,,24542.4596347489,413.23232808,10.0548,
Ukraine,1996,351769.684827976,515421.499231163,,,135049.881651786,,28458.6202468382,143.242864396173,0.069640167468,
United Kingdom,1996,588352.233290508,778384.725630707,,16429.4383603067,137770.02139424,0.303407689249,33962.5047370594,531.936901170432,1338.28753973335,
United States of America,1996,5612982.75163339,7023529.62866578,,71320.8741473006,859731.313580896,86.070302145492,432743.724533291,17878.3806205036,25610.1568440522,3176.3570042
Australia,1997,320282.629502979,457864.510418591,,464.72504957274,118004.542337205,,17617.6895719331,1228.1508980875,266.773058813088,
Austria,1997,67285.1255600476,82719.6270880266,,473.116945916785,9838.05375103599,14.53347,3882.96406583561,106.082028,1119.75126719067,
Belarus,1997,61588.4148762243,89022.0973047221,,4.61523507243,15534.5706550462,10.72764,11860.2911985854,18.680237793756,4.797462,
Belgium,1997,123990.621369125,148820.673336796,,657.925988541225,12368.9253514447,,9810.02815082198,1437.509796121,555.662680742555,
Bulgaria,1997,55809.0734723312,69401.5621189228,69473.7255325932,8.44277849691622,9618.35067181351,,3960.045570377,,5.64962590409,
Canada,1997,522577.290354208,676394.224335255,,1122.30349100694,106312.594744348,0.263760910724,38179.9766804388,6374.16433824499,1827.63096609743,
Croatia,1997,18556.5278978518,24543.0464930142,,28.997372481543,3750.00852811619,,2194.98968556467,,12.523009,
Cyprus,1997,6298.29064414138,7439.0328332959,7444.9447332959,38.6481174421133,914.779073627738,,180.106896493821,,7.208101590845,
Czechia,1997,130941.620504211,157200.367652405,158687.398290092,388.923908286244,20547.8784396059,,5221.27371548114,1.61597470162076,99.055110118915,
Denmark,1997,66612.8649856302,83411.408098405,84395.1597026869,373.353164295304,9687.05261793259,,6660.00932487577,5.23647075,72.891534921075,
Estonia,1997,18682.8819238202,20719.2474437099,,39.0084917344727,1400.26468568331,,594.153916806863,,2.938425665,
European Union,1997,3660964.05409552,4574168.43125443,4579674.03965868,32228.5138162795,584616.35230634,97.771235587683,266458.81304338,13499.2195402379,12509.4467860947,3794.260430984
Finland,1997,62696.1679220393,76409.3139523658,76527.5624890878,327.053865493533,8153.98176012567,,5178.67897354861,1.78486282064992,51.64656833811,
France,1997,404134.04043635,544943.583039445,546448.177517097,3639.7395743221,78784.9112044428,16.078372332582,53204.4494728919,2609.01907098232,2555.34490812339,
Germany,1997,931486.945551753,1102187.3613481,,3854.9825866894,107421.923140498,7.34965,47854.2224782238,1495.7094566017,6296.39635013,3769.8321342
Greece,1997,93801.5577653188,117470.462826944,,4344.35511870432,13041.51956176,,6166.36125497045,113.00312619,3.666,
Hungary,1997,61711.7158853574,78308.2878559193,,60.7850132837343,11525.7439542638,,4739.11879104984,190.592142156178,80.332069808315,
Iceland,1997,2619.43451917109,3774.46576022932,,16.137108341974,754.264718267621,,296.046359976267,87.301129472373,1.281925,
Ireland,1997,38804.985267028,63683.6157714369,,114.929907887417,17543.7484548449,5.717996124036,6930.81192058474,153.43278,129.989444967785,
Italy,1997,449430.94131695,538111.367993297,,1193.86585073616,58214.0980443073,54.091747131065,27193.1708694907,1163.24419365129,837.527674246475,24.428296784
Japan,1997,1244251.03866942,1378810.23785833,1383356.92637536,24444.4896607021,40014.5463699326,171.059350425156,35360.2209884157,20058.3423410793,14510.5404783559,
Latvia,1997,8680.90606894927,12080.4714505139,12109.3393985146,37.4243704807513,2363.12221191568,,998.637882968162,,0.3809162,
Liechtenstein,1997,218.376491402331,249.235182113395,,1.71781403389809,20.0884058987912,,9.0509932056088,0.00147757276644,,
Lithuania,1997,15162.8463881989,23021.5104136015,23056.6550180255,9.95559609803042,4918.02080934802,,2930.60771995651,,0.0799,
Luxembourg,1997,8563.89352448019,9494.70277697541,,18.3138929393237,673.407809834032,,237.338323101374,,1.74922662049,
Malta,1997,2556.24890186959,2813.48873633053,,0.00427458686483,193.332527331365,,62.4113465427075,,1.491686,
Monaco,1997,102.899358962623,107.852876021334,108.091340752966,0.73779668451782,1.08596641961675,,3.03994001308896,,0.089813941488,
Netherlands (Kingdom of the),1997,175285.348110659,233328.500963375,233919.54664632,8614.84880034856,30610.7811702168,,16031.7197189615,2493.83916318905,291.964,
New Zealand,1997,31278.3045651962,73381.5169751645,,120.838574090915,35118.1435203017,,6623.41202868468,215.23372,25.58456689104,
Norway,1997,40726.4650786489,53693.4139652051,54606.4272913251,186.093082408755,7222.45149920076,,3296.90294546655,1691.412957372,570.088402108095,
Poland,1997,367235.674089095,450012.328007352,450430.421778072,346.4216437068,58799.6343113512,,23450.1102920239,156.87395966,23.61371151518,
Portugal,1997,54627.0809790611,70199.4974776309,70382.8341893625,137.807311556853,11736.0750265532,,3682.50451734982,0.09573313250131,15.93390997734,
Romania,1997,118156.415957189,185152.586698289,,10.0637810338255,51824.0770915038,,13052.1331579323,2108.598776325,1.2979343045,
Russian Federation,1997,1482244.51100049,1901804.2055408,,18009.7358459799,310152.004772476,,79895.8053104357,10208.5121283291,1293.6364830907,
Slovakia,1997,44098.2130196149,52819.6584576632,52899.4914555143,38.3325956247485,5911.50447550381,,2723.67550101658,36.1077599031891,11.825106,
